;order_id;customer_id;order_date;promised_delivery_time;actual_delivery_time;order_total;payment_method;number_product;total_Quantity;total_profit;feedback_id;rating;feedback_category;sentiment;feedback_date;customer_name;area;pincode;registration_date;customer_segment;total_orders;avg_order_value;delivery_partner_id;promised_time;actual_time;delivery_time_minutes;distance_km
13877;164064226;43437360;18/04/2025 03:33;18/04/2025 03:44;18/04/2025 03:57;2193.11;Wallet;3;5;600.18;2978724;3;Delivery;Neutral;18/04/2025 04:11;Arya Cherian;Aurangabad;798891;26/06/2025;Inactive;17;1325.02;5556;18/04/2025 03:44;18/04/2025 03:57;13.0;3.84
13878;8375053836;2064810;17/08/2025 02:08;17/08/2025 02:21;17/08/2025 02:31;4319.55;UPI;7;12;1.345.704;9626223;3;Customer Service;Neutral;17/08/2025 02:53;Yasti Bhagat;Ghaziabad;638871;14/11/2023;Premium;18;1219.92;92977;17/08/2025 02:21;17/08/2025 02:31;10.0;0.6
13879;4995568671;97151028;23/11/2023 16:21;23/11/2023 16:37;23/11/2023 16:58;5530.69;Wallet;8;18;16.909.085;833383;1;Product Quality;Negative;23/11/2023 17:09;Triveni Mangat;Allahabad;365661;03/06/2024;Premium;19;1665.15;58165;23/11/2023 16:37;23/11/2023 16:58;21.0;4.82
13880;3228814801;70323894;19/02/2024 05:42;19/02/2024 05:54;19/02/2024 05:54;606.48;Card;1;2;242.592;2342150;5;Product Quality;Positive;19/02/2024 06:30;Ojasvi Lad;Chapra;631869;12/10/2024;New;2;661.65;89207;19/02/2024 05:54;19/02/2024 05:54;0.0;1.85
13881;3025738592;98583291;23/10/2025 10:43;23/10/2025 10:54;23/10/2025 10:49;3100.7;UPI;7;16;990.528;8733606;5;Customer Service;Positive;23/10/2025 11:22;Qarin Khosla;Shimoga;390407;29/01/2023;Premium;6;372.45;45158;23/10/2025 10:54;23/10/2025 10:49;-5.0;0.76
13882;2860091350;15528422;19/12/2023 02:31;19/12/2023 02:51;19/12/2023 02:52;2425.68;Card;4;7;5.607.995;525638;5;App Experience;Positive;19/12/2023 03:14;Akshay Tank;Jammu;684227;15/04/2025;New;4;735.8;96374;19/12/2023 02:51;19/12/2023 02:52;1.0;2.06
13883;360108825;8155156;21/07/2025 10:05;21/07/2025 10:21;21/07/2025 10:17;2346.68;UPI;7;11;683.047;8746637;4;App Experience;Positive;21/07/2025 11:09;Naveen Cherian;Bilaspur;297902;21/08/2025;Premium;20;928.84;13345;21/07/2025 10:21;21/07/2025 10:17;-4.0;4.6
13884;337337267;56465499;26/10/2025 18:38;26/10/2025 18:51;26/10/2025 18:54;2519.94;Card;6;11;7.981.165;2749298;4;App Experience;Positive;26/10/2025 19:05;Advay Nazareth;Imphal;827948;07/05/2025;Inactive;20;1572.63;46972;26/10/2025 18:51;26/10/2025 18:54;3.0;2.39
13885;4783056670;14194567;19/09/2024 14:58;19/09/2024 15:14;19/09/2024 15:13;3104.21;Wallet;4;6;8.918.665;588634;4;Customer Service;Positive;19/09/2024 15:35;Dhriti Vohra;Kirari Suleman Nagar;863198;29/06/2024;Regular;3;1626.56;68345;19/09/2024 15:14;19/09/2024 15:13;-1.0;3.35
13886;3451241930;92019778;28/06/2025 20:07;28/06/2025 20:21;28/06/2025 20:36;2841.68;Wallet;7;12;736.847;8545151;4;App Experience;Neutral;28/06/2025 21:22;Maanas Gokhale;Nashik;936140;22/08/2025;Regular;15;1343.59;42713;28/06/2025 20:21;28/06/2025 20:36;15.0;2.35
13887;2926550819;58029781;02/06/2024 19:58;02/06/2024 20:14;02/06/2024 20:15;574.22;Wallet;3;8;17.077.349.999.999.900;2910083;4;App Experience;Positive;02/06/2024 20:46;Jacob Raman;Khora ;425197;10/12/2024;New;20;713.29;44724;02/06/2024 20:14;02/06/2024 20:15;1.0;4.59
13888;8551070837;21629254;22/08/2025 04:54;22/08/2025 05:13;22/08/2025 05:18;3250.06;UPI;7;12;8.502.035;2005623;5;Delivery;Positive;22/08/2025 05:54;Vrishti Kuruvilla;Durg;883146;19/11/2025;Premium;9;1010.75;76265;22/08/2025 05:13;22/08/2025 05:18;5.0;4.26
13889;9310418667;30373780;13/04/2025 04:58;13/04/2025 05:15;13/04/2025 05:11;780.33;Cash;2;4;256.464;8390940;5;Customer Service;Positive;13/04/2025 06:02;Sanaya Kaul;Bettiah;348960;16/10/2024;Inactive;2;1055.14;19861;13/04/2025 05:15;13/04/2025 05:11;-4.0;3.78
13890;1393221178;1317676;08/10/2025 09:21;08/10/2025 09:39;08/10/2025 09:47;3335.64;Card;7;17;1.079.548;5960905;4;App Experience;Neutral;08/10/2025 10:15;Abhimanyu Dhar;Siwan;849427;21/03/2023;Regular;6;779.43;10595;08/10/2025 09:39;08/10/2025 09:47;8.0;1.14
13891;2324636664;3438586;17/02/2023 05:45;17/02/2023 05:55;17/02/2023 05:55;2087.18;Cash;6;11;531.556;7931055;5;Customer Service;Positive;17/02/2023 06:47;Om Buch;Bharatpur;280462;17/06/2023;Inactive;15;1997.48;24172;17/02/2023 05:55;17/02/2023 05:55;0.0;2.66
13892;9460202042;20118194;19/08/2024 22:11;19/08/2024 22:27;19/08/2024 22:37;3647.0;Cash;6;11;1.103.409;1222844;3;Product Quality;Neutral;19/08/2024 23:17;Anvi Mishra;Tumkur;300865;27/08/2025;Premium;12;1702.26;1872;19/08/2024 22:27;19/08/2024 22:37;10.0;3.77
13893;6803385930;96255627;26/02/2025 14:17;26/02/2025 14:28;26/02/2025 14:53;88.44;Cash;1;3;30.954;3058154;2;App Experience;Negative;26/02/2025 15:53;Pavani Kadakia;Ozhukarai;820884;11/10/2025;New;18;645.73;21171;26/02/2025 14:28;26/02/2025 14:53;25.0;2.16
13894;8170080356;70898180;01/04/2024 20:49;01/04/2024 21:03;01/04/2024 21:29;2846.07;UPI;8;17;8.373.705.000.000.000;6935657;2;Delivery;Negative;01/04/2024 21:56;Lipika Aurora;Panchkula;681850;16/12/2024;Regular;3;1588.55;78074;01/04/2024 21:03;01/04/2024 21:29;26.0;1.17
13895;6501006976;63073719;12/02/2025 04:21;12/02/2025 04:34;12/02/2025 04:33;4248.92;Card;7;16;1.381.904;2457638;4;App Experience;Positive;12/02/2025 05:15;Bishakha Chaudry;Ratlam;809314;12/10/2025;Premium;16;1229.95;75444;12/02/2025 04:34;12/02/2025 04:33;-1.0;3.43
13896;7700818766;18670175;07/03/2025 18:37;07/03/2025 18:52;07/03/2025 18:59;4354.12;UPI;7;18;13.211.715;7088838;4;App Experience;Neutral;07/03/2025 19:51;Avni Biswas;Pimpri-Chinchwad;716527;21/12/2025;Regular;9;1154.5;30486;07/03/2025 18:52;07/03/2025 18:59;7.0;0.83
13897;8560808595;89467768;08/07/2025 16:06;08/07/2025 16:17;08/07/2025 16:16;2705.28;Card;5;12;7.495.970.000.000.000;8075667;5;Delivery;Positive;08/07/2025 17:08;Neel Bhargava;Nagpur;859950;25/03/2025;Inactive;10;1235.18;78065;08/07/2025 16:17;08/07/2025 16:16;-1.0;1.3
13898;4921362046;57039508;03/08/2024 18:58;03/08/2024 19:18;03/08/2024 19:20;673.01;UPI;1;3;269.204;9757433;4;App Experience;Positive;03/08/2024 19:58;Mekhala Sheth;Begusarai;49443;13/12/2023;Inactive;1;725.69;56682;03/08/2024 19:18;03/08/2024 19:20;2.0;1.83
13899;5265787822;39678652;27/02/2025 10:58;27/02/2025 11:15;27/02/2025 11:19;3202.64;Cash;5;8;8.462.395;5536506;4;Delivery;Positive;27/02/2025 12:06;Amol Patla;Kadapa;472350;01/07/2025;Regular;7;455.19;35829;27/02/2025 11:15;27/02/2025 11:19;4.0;2.19
13900;6499857970;3995746;04/07/2024 12:32;04/07/2024 12:42;04/07/2024 12:43;4158.08;UPI;8;16;11.126.685;5388702;5;Delivery;Positive;04/07/2024 13:31;Libni Ghosh;Pallavaram;522101;10/02/2023;Regular;2;1578.82;93314;04/07/2024 12:42;04/07/2024 12:43;1.0;4.16
13901;1097256500;75742486;06/09/2025 01:17;06/09/2025 01:35;06/09/2025 01:33;1710.32;UPI;4;8;5.184.879.999.999.990;4362819;4;Customer Service;Positive;06/09/2025 02:10;Azaan Buch;Patiala;722009;25/11/2023;New;16;1409.1;77186;06/09/2025 01:35;06/09/2025 01:33;-2.0;2.43
13902;170516789;24373896;15/01/2025 05:22;15/01/2025 05:33;15/01/2025 05:34;4336.64;Card;8;15;11.585.275;303654;5;Product Quality;Positive;15/01/2025 06:23;Gauri Pradhan;Delhi;932960;30/04/2024;New;10;1726.23;24904;15/01/2025 05:33;15/01/2025 05:34;1.0;3.14
13903;6376838711;96781198;23/09/2024 08:47;23/09/2024 09:04;23/09/2024 09:05;1858.52;Cash;5;7;5.921.804.999.999.990;771462;5;Product Quality;Positive;23/09/2024 09:17;Zayan Bose;Unnao;418316;08/04/2025;Premium;12;1033.36;94773;23/09/2024 09:04;23/09/2024 09:05;1.0;3.36
13904;8472350399;57114923;16/03/2024 04:27;16/03/2024 04:47;16/03/2024 04:55;1110.7;Card;2;6;388.745;6126027;4;App Experience;Neutral;16/03/2024 05:25;Eta Shenoy;Machilipatnam;352161;22/09/2025;Premium;6;1581.67;91333;16/03/2024 04:47;16/03/2024 04:55;8.0;1.68
13905;904607087;58374252;16/10/2024 09:29;16/10/2024 09:49;16/10/2024 09:49;1796.57;UPI;2;4;36.683.849.999.999.900;175174;5;App Experience;Positive;16/10/2024 10:37;Varsha Mital;Satna;400574;22/03/2024;Premium;20;1716.09;29921;16/10/2024 09:49;16/10/2024 09:49;0.0;3.92
13906;9487659061;66633787;21/04/2025 02:03;21/04/2025 02:16;21/04/2025 02:22;1091.56;Cash;3;9;272.89;8755251;3;App Experience;Neutral;21/04/2025 02:35;Farhan Dugar;Bhusawal;463366;07/04/2024;Premium;1;1628.82;493;21/04/2025 02:16;21/04/2025 02:22;6.0;2.8
13907;9594685922;69273385;15/02/2023 17:37;15/02/2023 17:57;15/02/2023 17:56;409.72;UPI;1;2;122.916;9107818;4;App Experience;Positive;15/02/2023 18:11;Udyati Dada;Dharmavaram;371981;17/08/2024;Premium;19;805.09;97955;15/02/2023 17:57;15/02/2023 17:56;-1.0;2.86
13908;735219723;97634666;06/09/2023 21:27;06/09/2023 21:45;06/09/2023 21:42;635.16;UPI;2;5;219.321;2411916;4;App Experience;Positive;06/09/2023 22:27;Yochana Narula;Bally;700096;05/03/2023;Regular;2;1561.23;66132;06/09/2023 21:45;06/09/2023 21:42;-3.0;4.69
13909;3235244613;33194598;25/09/2024 20:19;25/09/2024 20:35;25/09/2024 20:31;2124.75;UPI;8;14;655.947;6516275;5;Delivery;Positive;25/09/2024 21:01;Janya Basak;Jalandhar;229435;24/01/2024;Regular;13;1342.95;55903;25/09/2024 20:35;25/09/2024 20:31;-4.0;2.92
13910;7843688455;91173761;22/09/2023 21:20;22/09/2023 21:31;22/09/2023 21:31;67.15;Cash;1;1;13.43;3957603;4;App Experience;Positive;22/09/2023 22:21;Janaki Agrawal;Kozhikode;240238;31/05/2025;Inactive;17;1635.5;39393;22/09/2023 21:31;22/09/2023 21:31;0.0;2.11
13911;9103816691;75382401;12/07/2023 00:38;12/07/2023 00:55;12/07/2023 00:56;4171.39;UPI;7;16;1.493.634;3329888;4;App Experience;Positive;12/07/2023 01:18;Oni Edwin;Rajpur Sonarpur;369312;07/01/2025;Inactive;3;950.42;67790;12/07/2023 00:55;12/07/2023 00:56;1.0;0.85
13912;8264954664;30056376;12/11/2025 06:03;12/11/2025 06:23;12/11/2025 06:32;548.02;UPI;1;2;19.180.700.000.000.000;6365697;4;Customer Service;Neutral;12/11/2025 07:02;Lakshmi Barman;Sikar;895880;31/03/2024;Regular;16;1181.13;22890;12/11/2025 06:23;12/11/2025 06:32;9.0;4.35
13913;5670261386;43098528;03/09/2025 03:56;03/09/2025 04:15;03/09/2025 04:17;3128.46;UPI;7;15;966.385;4516898;4;Customer Service;Positive;03/09/2025 05:16;Chandani Bose;Amritsar;400973;09/04/2024;New;14;335.06;69406;03/09/2025 04:15;03/09/2025 04:17;2.0;2.93
13914;1061245362;69822984;05/10/2025 15:37;05/10/2025 15:55;05/10/2025 16:00;3264.78;Card;7;12;1.063.012;5122816;4;Delivery;Positive;05/10/2025 16:57;Joshua Ramesh;Vellore;171650;18/09/2023;Regular;17;1894.67;28951;05/10/2025 15:55;05/10/2025 16:00;5.0;4.4
13915;7997952872;33567481;26/01/2025 13:08;26/01/2025 13:21;26/01/2025 13:20;4767.33;Wallet;6;18;14.850.885;8197487;4;Delivery;Positive;26/01/2025 14:11;Hamsini Dua;Loni;942759;05/12/2023;Premium;14;441.74;27348;26/01/2025 13:21;26/01/2025 13:20;-1.0;2.82
13916;2487045909;83548231;13/08/2023 10:21;13/08/2023 10:35;13/08/2023 10:47;2196.74;Card;5;10;593.044;6798723;3;Delivery;Neutral;13/08/2023 11:11;Gaurangi Prashad;Delhi;79769;03/09/2025;Regular;17;1688.08;76244;13/08/2023 10:35;13/08/2023 10:47;12.0;1.96
13917;8685253561;34135729;04/04/2024 09:43;04/04/2024 09:57;04/04/2024 10:00;1738.54;Card;3;3;3.874.525;8384742;4;Delivery;Positive;04/04/2024 10:13;Mohini Palla;Karawal Nagar;718126;16/11/2023;Premium;3;1583.92;23185;04/04/2024 09:57;04/04/2024 10:00;3.0;2.98
13918;9797227119;41436818;09/06/2024 05:38;09/06/2024 05:55;09/06/2024 06:10;2187.25;UPI;6;12;6.147.370.000.000.000;4172487;3;App Experience;Neutral;09/06/2024 06:21;Inaya Ranganathan;Dhanbad;639612;22/07/2024;Regular;13;1808.32;80545;09/06/2024 05:55;09/06/2024 06:10;15.0;1.06
13919;3756699902;14247664;04/02/2024 14:54;04/02/2024 15:06;04/02/2024 15:04;1394.88;UPI;2;4;443.924;4185567;5;Customer Service;Positive;04/02/2024 15:46;Dhruv Venkatesh;Amritsar;719428;20/03/2025;Inactive;17;1148.46;14699;04/02/2024 15:06;04/02/2024 15:04;-2.0;4.87
13920;4466254972;8849915;31/07/2023 18:44;31/07/2023 18:55;31/07/2023 19:10;4999.62;UPI;8;14;1.673.241;6212724;4;Customer Service;Neutral;31/07/2023 20:00;Arjun Kurian;Akola;360526;01/12/2025;Premium;18;518.58;914;31/07/2023 18:55;31/07/2023 19:10;15.0;0.63
13921;9075895593;2925638;23/06/2023 03:07;23/06/2023 03:21;23/06/2023 03:26;2359.1;Wallet;4;6;7.687.524.999.999.990;4425736;5;Delivery;Positive;23/06/2023 04:07;Devika Chokshi;Jamalpur;335407;21/09/2025;Inactive;3;1219.52;44992;23/06/2023 03:21;23/06/2023 03:26;5.0;1.93
13922;9192562532;5523747;01/04/2024 15:57;01/04/2024 16:07;01/04/2024 16:05;1109.96;Wallet;4;10;268.153;7849142;4;Customer Service;Positive;01/04/2024 16:16;Manbir Tata;Howrah;178751;17/05/2025;Inactive;5;1032.94;78075;01/04/2024 16:07;01/04/2024 16:05;-2.0;3.1
13923;3104695179;77684754;27/06/2024 18:30;27/06/2024 18:44;27/06/2024 18:43;612.56;Wallet;1;3;12.251.199.999.999.900;1916487;5;App Experience;Positive;27/06/2024 19:21;Udarsh More;Naihati;282414;17/08/2024;Premium;19;1876.95;15903;27/06/2024 18:44;27/06/2024 18:43;-1.0;2.67
13924;3026978860;66666690;15/02/2025 04:49;15/02/2025 05:08;15/02/2025 05:14;1396.4;Card;2;4;41.891.999.999.999.900;4765826;3;App Experience;Neutral;15/02/2025 06:03;Anirudh Sur;Shivpuri;49743;02/08/2024;Premium;10;1996.31;44180;15/02/2025 05:08;15/02/2025 05:14;6.0;2.68
13925;2911519865;57366238;15/12/2023 22:51;15/12/2023 23:06;15/12/2023 23:11;783.24;UPI;2;3;229.596;1500919;5;Product Quality;Positive;16/12/2023 00:02;Chaitanya Menon;Jalna;771446;21/04/2023;Regular;15;1018.3;79442;15/12/2023 23:06;15/12/2023 23:11;5.0;1.37
13926;7440732660;59769538;21/12/2024 07:08;21/12/2024 07:26;21/12/2024 07:23;1418.46;Wallet;4;9;32.237.850.000.000.000;4527572;5;Delivery;Positive;21/12/2024 07:49;Sara Arya;Visakhapatnam;671348;17/09/2025;Premium;6;1528.6;5938;21/12/2024 07:26;21/12/2024 07:23;-3.0;4.5
13927;5977180614;10597977;20/09/2024 06:50;20/09/2024 07:09;20/09/2024 07:11;1662.74;UPI;3;7;449.991;1186452;5;Customer Service;Positive;20/09/2024 07:56;Yashvi Deo;Anand;349594;11/01/2023;Inactive;9;1701.71;18983;20/09/2024 07:09;20/09/2024 07:11;2.0;1.57
13928;2056888766;36061111;21/01/2023 23:09;21/01/2023 23:24;21/01/2023 23:26;397.63;Cash;2;6;868.775;4912206;4;Delivery;Positive;21/01/2023 23:59;Anmol Ravi;Guntakal;542522;03/03/2025;Premium;12;602.17;21924;21/01/2023 23:24;21/01/2023 23:26;2.0;2.45
13929;8246564352;13441559;09/08/2025 14:16;09/08/2025 14:30;09/08/2025 14:47;2178.95;Card;5;10;7.131.295;9945179;2;Customer Service;Negative;09/08/2025 15:46;Ekantika Kala;Bhubaneswar;76053;12/01/2023;Inactive;6;728.47;10495;09/08/2025 14:30;09/08/2025 14:47;17.0;3.95
13930;5532479120;85320195;30/01/2023 15:27;30/01/2023 15:37;30/01/2023 15:35;4023.57;Wallet;7;12;13.053.574.999.999.900;5723010;4;Customer Service;Positive;30/01/2023 16:25;Hema Sachdev;Bhind;318287;17/06/2023;Premium;16;1390.65;27111;30/01/2023 15:37;30/01/2023 15:35;-2.0;2.59
13931;768276553;4322078;20/12/2023 13:51;20/12/2023 14:02;20/12/2023 14:02;2050.78;Wallet;3;6;5.579.395;7416868;5;Customer Service;Positive;20/12/2023 14:40;Warhi Handa;Bikaner;51238;02/11/2025;Premium;10;859.85;38192;20/12/2023 14:02;20/12/2023 14:02;0.0;4.95
13932;7421850555;50282525;02/05/2023 13:36;02/05/2023 13:50;02/05/2023 14:12;3197.16;Card;6;7;10.477.715;3204027;2;Delivery;Negative;02/05/2023 14:57;Balendra Narang;Ranchi;722142;29/01/2025;Regular;4;1817.03;93251;02/05/2023 13:50;02/05/2023 14:12;22.0;3.61
13933;14104734;3007773;05/11/2023 19:14;05/11/2023 19:29;05/11/2023 19:28;3368.57;Wallet;7;14;9.963.705;4644988;4;Delivery;Positive;05/11/2023 20:12;Lakshmi Trivedi;Chittoor;263724;09/07/2023;Premium;4;644.15;12126;05/11/2023 19:29;05/11/2023 19:28;-1.0;4.84
13934;8079342699;80961094;12/12/2024 17:08;12/12/2024 17:25;12/12/2024 17:24;2577.59;Card;4;8;7.436.955;1739746;4;Customer Service;Positive;12/12/2024 17:34;Manbir Krishnamurthy;Kadapa;56651;23/03/2024;Inactive;6;478.54;9666;12/12/2024 17:25;12/12/2024 17:24;-1.0;4.69
13935;6180764264;29240572;24/07/2023 14:53;24/07/2023 15:05;24/07/2023 15:08;3971.37;Card;6;11;1.101.643;2796961;4;Customer Service;Positive;24/07/2023 15:35;Janya Dada;Kollam;913284;15/01/2023;New;18;551.13;43945;24/07/2023 15:05;24/07/2023 15:08;3.0;3.51
13936;9741556715;43676835;14/11/2024 21:37;14/11/2024 21:54;14/11/2024 22:22;2805.29;Wallet;7;13;9.460.455.000.000.000;1503979;3;Delivery;Negative;14/11/2024 23:11;Reyansh Chaudhry;Anantapur;520798;10/04/2024;Premium;6;1264.8;41282;14/11/2024 21:54;14/11/2024 22:22;28.0;4.11
13937;3697311457;19105476;14/10/2024 17:54;14/10/2024 18:09;14/10/2024 18:10;4562.81;Wallet;8;16;15.500.715;7355695;5;Customer Service;Positive;14/10/2024 19:07;Geetika Agate;Dibrugarh;29879;04/09/2025;Premium;10;470.11;48465;14/10/2024 18:09;14/10/2024 18:10;1.0;4.59
13938;4267293238;8386339;15/06/2023 15:59;15/06/2023 16:14;15/06/2023 16:19;2574.38;Card;8;18;783.593;6558197;5;Product Quality;Positive;15/06/2023 16:33;David Parmer;Katihar;43705;19/07/2024;Premium;9;1816.94;43656;15/06/2023 16:14;15/06/2023 16:19;5.0;4.27
13939;6685386832;93727828;30/07/2024 09:02;30/07/2024 09:21;30/07/2024 09:51;4038.14;Card;7;14;10.981.039.999.999.900;8007224;3;Product Quality;Negative;30/07/2024 10:51;Aishani Shukla;Khammam;435448;07/05/2025;Regular;6;783.21;92067;30/07/2024 09:21;30/07/2024 09:51;30.0;2.21
13940;6842827688;98405093;17/10/2025 10:44;17/10/2025 11:01;17/10/2025 11:00;2523.03;Wallet;5;11;765.092;8149068;4;Product Quality;Positive;17/10/2025 11:11;Charles Dugar;Ballia;694874;29/11/2024;New;6;1456.97;81953;17/10/2025 11:01;17/10/2025 11:00;-1.0;3.73
13941;8100084837;73679877;21/11/2025 20:19;21/11/2025 20:38;21/11/2025 20:48;1354.01;Wallet;2;3;4.299.875;4342106;4;Customer Service;Neutral;21/11/2025 21:17;Hiral Hans;Patna;375577;13/08/2025;Regular;10;615.5;84820;21/11/2025 20:38;21/11/2025 20:48;10.0;4.24
13942;6166684313;67509923;03/06/2025 13:56;03/06/2025 14:09;03/06/2025 14:16;4437.41;Cash;8;16;1.276.681;992064;3;Product Quality;Neutral;03/06/2025 14:30;Neelima Shetty;Nagercoil;829432;26/04/2025;Premium;3;1797.51;66676;03/06/2025 14:09;03/06/2025 14:16;7.0;2.67
13943;8161491345;605829;21/08/2025 16:52;21/08/2025 17:04;21/08/2025 17:04;1275.07;Wallet;2;4;340.14;2615840;4;App Experience;Positive;21/08/2025 17:18;Samar Bahl;Raichur;84882;01/07/2024;Regular;10;1251.14;30037;21/08/2025 17:04;21/08/2025 17:04;0.0;4.7
13944;8886895609;12142969;19/05/2023 22:14;19/05/2023 22:33;19/05/2023 22:41;1097.47;UPI;4;9;32.548.499.999.999.900;4992063;3;Customer Service;Neutral;19/05/2023 23:27;Megha Tata;Mira-Bhayandar;580382;01/02/2023;Regular;9;1004.46;55295;19/05/2023 22:33;19/05/2023 22:41;8.0;3.58
13945;8003944768;94948636;18/07/2023 02:56;18/07/2023 03:08;18/07/2023 03:11;2157.38;Cash;4;9;7.684.255;2104616;4;Delivery;Positive;18/07/2023 03:44;Simon Wason;Saharanpur;860891;09/05/2025;New;12;1777.28;83837;18/07/2023 03:08;18/07/2023 03:11;3.0;3.89
13946;6765317671;18932711;11/01/2023 11:15;11/01/2023 11:30;11/01/2023 11:28;2380.14;Card;4;8;731.749;8851683;5;Delivery;Positive;11/01/2023 11:50;Chakradhar Rana;Sasaram;325481;14/01/2024;Regular;1;1287.06;7855;11/01/2023 11:30;11/01/2023 11:28;-2.0;0.51
13947;6719994101;244434;01/11/2024 09:18;01/11/2024 09:33;01/11/2024 09:37;1983.05;Card;4;10;5.775.645;8570330;4;App Experience;Positive;01/11/2024 10:18;Pratyush Deo;Sagar;133884;05/01/2024;Inactive;19;591.47;9907;01/11/2024 09:33;01/11/2024 09:37;4.0;3.76
13948;1039374430;93148358;01/11/2025 15:28;01/11/2025 15:48;01/11/2025 16:01;1787.48;Wallet;3;5;3.882.695;61905;4;Customer Service;Neutral;01/11/2025 16:14;Meghana Talwar;Ulhasnagar;551285;04/06/2024;Regular;7;682.37;48765;01/11/2025 15:48;01/11/2025 16:01;13.0;4.84
13949;8532859545;36895503;30/09/2024 13:26;30/09/2024 13:38;30/09/2024 13:45;2216.48;Cash;3;8;640.117;3324853;4;App Experience;Neutral;30/09/2024 14:37;Elijah Kashyap;Danapur;537558;18/11/2023;Inactive;20;864.55;10864;30/09/2024 13:38;30/09/2024 13:45;7.0;4.43
13950;9719740852;34691392;16/08/2023 17:16;16/08/2023 17:26;16/08/2023 17:34;4079.46;Wallet;8;16;1.234.394;857807;3;Product Quality;Neutral;16/08/2023 18:13;Udarsh Venkataraman;Orai;259895;07/04/2024;New;2;1268.91;87291;16/08/2023 17:26;16/08/2023 17:34;8.0;0.81
13951;5240658724;24744751;10/09/2024 02:44;10/09/2024 02:55;10/09/2024 02:58;3536.73;Card;8;15;1104.35;9612010;4;Delivery;Positive;10/09/2024 03:39;Suhani Nagi;Deoghar;505676;03/03/2023;Inactive;15;1016.65;86219;10/09/2024 02:55;10/09/2024 02:58;3.0;1.7
13952;5228935539;62257913;22/06/2025 11:32;22/06/2025 11:52;22/06/2025 11:51;290.68;Wallet;1;1;58.136;3897518;5;Customer Service;Positive;22/06/2025 12:02;Siddharth Ravel;Darbhanga;202020;16/05/2024;New;4;221.7;10871;22/06/2025 11:52;22/06/2025 11:51;-1.0;4.59
13953;2843187443;63501115;14/06/2024 12:44;14/06/2024 13:00;14/06/2024 13:12;1708.89;Cash;3;5;455.822;3326116;3;App Experience;Neutral;14/06/2024 13:28;Watika Sidhu;Mehsana;433496;14/01/2024;Inactive;11;392.21;63049;14/06/2024 13:00;14/06/2024 13:12;12.0;2.2
13954;4856007114;73318714;30/12/2025 05:13;30/12/2025 05:24;30/12/2025 05:22;691.18;UPI;1;1;24.191.299.999.999.900;5591475;4;App Experience;Positive;30/12/2025 05:39;Chaitanya Setty;Khora ;656235;22/05/2025;New;12;1264.53;46981;30/12/2025 05:24;30/12/2025 05:22;-2.0;3.31
13955;981123174;68379008;29/06/2025 03:01;29/06/2025 03:13;29/06/2025 03:10;1824.92;Cash;6;15;5.562.645;8602803;5;App Experience;Positive;29/06/2025 04:04;Turvi Jani;Pimpri-Chinchwad;73768;29/01/2023;Regular;15;1195.5;9022;29/06/2025 03:13;29/06/2025 03:10;-3.0;3.95
13956;7420371844;20790794;18/10/2024 23:49;19/10/2024 00:04;19/10/2024 00:26;813.76;Cash;1;2;244.128;8158140;2;Product Quality;Negative;19/10/2024 01:06;Vinaya Chaudhary;Bhiwandi;603090;31/05/2024;Inactive;9;341.43;8675;19/10/2024 00:04;19/10/2024 00:26;22.0;2.86
13957;9315421422;98118411;16/12/2025 23:29;16/12/2025 23:40;16/12/2025 23:53;4295.32;Card;8;17;12.698.885;4134804;4;Delivery;Neutral;17/12/2025 00:20;Ekaraj Upadhyay;Saharsa;993853;22/06/2025;New;6;260.5;3029;16/12/2025 23:40;16/12/2025 23:53;13.0;3.11
13958;7235867334;42246694;01/11/2025 18:10;01/11/2025 18:26;01/11/2025 18:48;1613.46;Wallet;4;6;499.162;6716294;3;Customer Service;Negative;01/11/2025 19:04;Nirja Thaman;Aligarh;398076;19/02/2023;Inactive;9;1603.57;60632;01/11/2025 18:26;01/11/2025 18:48;22.0;4.01
13959;5064881787;31854398;03/05/2024 20:27;03/05/2024 20:44;03/05/2024 20:59;342.63;Card;1;2;13.705.200.000.000.000;6624496;4;Customer Service;Neutral;03/05/2024 21:55;Rajata Prashad;Gulbarga;520602;10/04/2024;New;12;1249.57;55786;03/05/2024 20:44;03/05/2024 20:59;15.0;2.99
13960;8577320213;12352441;14/05/2025 07:45;14/05/2025 08:01;14/05/2025 07:56;4475.28;UPI;7;16;1340.95;4455991;5;Delivery;Positive;14/05/2025 08:11;Charvi Vaidya;Rajahmundry;104752;01/08/2023;New;20;1084.7;20510;14/05/2025 08:01;14/05/2025 07:56;-5.0;4.87
13961;8918580696;43203015;23/01/2024 02:08;23/01/2024 02:18;23/01/2024 02:13;4337.83;Cash;7;15;13.049.795;7005365;5;App Experience;Positive;23/01/2024 02:36;Zashil Manda;Hajipur;900718;15/12/2023;Regular;12;1527.68;20198;23/01/2024 02:18;23/01/2024 02:13;-5.0;2.77
13962;8880225772;77790687;22/12/2025 15:28;22/12/2025 15:38;22/12/2025 15:36;4036.68;Wallet;8;13;1.090.394;2791418;4;Delivery;Positive;22/12/2025 16:32;Vincent Tak;Cuttack;565275;07/06/2023;Regular;6;226.0;89286;22/12/2025 15:38;22/12/2025 15:36;-2.0;2.38
